,Company Name,Sector,Stage,Amount($),Location,Funding Year,Founders,Investor,label
772,Reliance Retail Ventures,E-commerce,Bridge Round,1600000.0,Mumbai,2006.0,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts",non-technology
773,Zhangmen,Edtech,Bridge Round,1600000.0,Shanghai,2005.0,Yi Zhang,"CICC Alpha, VMS Asset Management",technology
774,AgroWave,AgriTech,Bridge Round,1600000.0,Gurugram,2017.0,Anu Meena,Sekhar Puli,non-technology
776,Taimei,HealthCare,Bridge Round,1600000.0,Jiaxing,2013.0,Lu Zhao,"Cowin Venture, ZSVC",technology
777,Avanse Financial Services,FinTech,Bridge Round,1600000.0,Mumbai,2012.0,Amit Gainda,International FiUndisclosedce Corporation,non-technology
778,Industry Buying,E-commerce,Bridge Round,1600000.0,New Delhi,2013.0,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT",non-technology
779,Hopscotch,E-commerce,Bridge Round,1600000.0,Mumbai,2011.0,Rahul AArnav Kumard,"Marc Lore, Rise Capital",non-technology
780,Pristyn Care,HealthCare,Bridge Round,1600000.0,Gurugram,2018.0,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",technology
781,WoodenStreet,Home Design,Bridge Round,1600000.0,Rajastan,2015.0,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund",non-technology
782,ACKO,InsureTech,Bridge Round,1600000.0,Mumbai,2016.0,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures",non-technology
783,Farmers Fresh Zone,AgriTech,Bridge Round,1600000.0,Kochi,2015.0,Pradeep PS,"Artha India Ventures, Nagaraja Prakasam",non-technology
784,Invento,AI Startup,Bridge Round,1600000.0,Bangalore,2016.0,"Balaji Viswanathan, Bharat Kumar, Mahalakshmi RadhakrishArnav Kumar","Chiripal Group, Ratish Kumar Nair",technology
785,Infurnia,Tech Startup,Bridge Round,1600000.0,Bangalore,2014.0,"Lovepreet Mann, Nikhil Kumar, Parul Jain","Pallav Nadhani, Idein Ventures",technology
787,Snowflake,Tech company,Bridge Round,1600000.0,California,2012.0,"Benoit Dageville, Bob Muglia, Marcin Zukowski, Thierry Cruanes","Salesforce Ventures, Dragoneer Investment Group",non-technology
789,Classplus,EdTech,Bridge Round,1600000.0,Noida,2018.0,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi","Spiral Ventures, Surge",non-technology
790,Mobile Premier League,Entertainment,Bridge Round,1600000.0,Bangalore,2018.0,"Sai Srinivas Kiran G, Shubham Malhotra","Sequoia Capital India, Times Internet",technology
791,Fourth Partner Energy,Solar solution,Bridge Round,1600000.0,Hyderabad,2010.0,"Saif Dhorajiwala, Vikas saluguti, Vivek Subramanian","responsAbility, Grameen Impact India (GIII)",technology
792,Flipkart,E-commerce,Bridge Round,1600000.0,Bangalore,2007.0,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart",non-technology
793,Vivriti Capital,FinTech,Bridge Round,1600000.0,Chennai,2017.0,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar","Aspada, Creation Investments Capital Management, LLC",non-technology
794,InsuranceDekho,FinTech,Bridge Round,1600000.0,Ludhiana,2017.0,Ankit Agrawal,GirnarSoft,non-technology
796,Byju’s,EdTech,Bridge Round,1600000.0,Bangalore,2011.0,Byju Raveendran,"Owl Ventures, Tiger Global Management",non-technology
797,Melorra,Jewellery startup,Bridge Round,1600000.0,Bangalore,2015.0,"Krishna Kumar, Saroja Yeramilli","Jamshed Jeejeebhoy, Symphony International Holdings",technology
798,Reliance,Multinational conglomerate company,Bridge Round,1600000.0,Mumbai,1973.0,Dhirubhai Ambani,"Facebook, Google, KKR, Silver Lake",non-technology
800,Pandorum,Deeptech startup,Bridge Round,1600000.0,Bangalore,2011.0,Tuhin Bhowmick,"021 Capital, Karnataka Information Technology Venture Capital Fund",technology
801,SpeakIn,Social Network,Bridge Round,1600000.0,Noida,2018.0,Deepshikha Kumar,Homage Ventures.,non-technology
803,Newsreach,Publication,Bridge Round,1600000.0,Gujarat,2018.0,"Darshan Shah, Soniya KundArnav Kumari",Mumbai Angels,non-technology
804,Dream11,Entertainment,Bridge Round,1600000.0,Mumbai,2008.0,"Bhavit Sheth, Harsh Jain","Steadview Capital, Tencent Holdings",technology
806,JetSynthesys,Tech,Bridge Round,1600000.0,Mumbai,2012.0,Rajan Navani,"Adar C. Poonawalla, Kris GopalakrishUndisclosed",non-technology
809,Rebel Foods,Food,Bridge Round,1600000.0,Pune,2011.0,"Jaydeep Barman, Kallol Banerjee",Coatue Management,non-technology
810,Nykaa,Fashion,Bridge Round,1600000.0,Mumbai,2012.0,Falguni Nayar,Steadview Capital,non-technology
811,Ketto,Finance,Bridge Round,1600000.0,Mumbai,2012.0,"Varun Sheth, Kunal Kapoor","Mumbai Angels, Redcliffe Capital",non-technology
812,Suryoday,Finance,Bridge Round,1600000.0,Mumbai,2008.0,R. Baskar Babu,"Gaja Capital, Kotak Life, Lok Capital",non-technology
813,SucSEED,Finance,Bridge Round,1600000.0,Hyderabad,2016.0,Vikrant Varshney,"DR. Moti Vyas, Udit Goyal",non-technology
814,Unacademy,EdTech,Bridge Round,1600000.0,Bangalore,2015.0,"Gaurav Munjal, ‎Roman Saini‎","Nexus Venture Partners, Sequoia Capital",non-technology
815,Strata,Real Estate,Bridge Round,1600000.0,Bangalore,2019.0,"Lodha, Priyanka Rathore","Propstack, SAIF Partners",non-technology
818,Zomato,Food devlivery,Bridge Round,1600000.0,Haryana,2008.0,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",technology
820,Gaana,Entertainment,Bridge Round,1600000.0,Gurugram,2010.0,Pawan Agarwal,"Tencent Holdings, Times Internet",technology
821,EM3 Agri,AgriTech,Bridge Round,1600000.0,Noida,2013.0,"Rohtash Mal CMD, Adwitiya","Global Innovation Fund, Soros Economic Development Fund",non-technology
822,Plum,Cosmetics,Bridge Round,1600000.0,Thane,2013.0,Shankar Prasad,"Ronald Conway, Bay Partners",non-technology
823,Odwen,Warehouse,Bridge Round,1600000.0,Noida,2018.0,Vijay AArnav Kumard Bhagavatula,Prospect Partners.,technology
824,Fasal,AgriTech,Bridge Round,1600000.0,Bangalore,2018.0,"AArnav Kumarda Prakash Verma, Shailendra Tiwari","Omnivore, Zeroth.AI",non-technology
825,Trukky,Logistics,Bridge Round,1600000.0,Ahmedabad,2015.0,"Saswat Sahu, Rishi Raj",Mumbai Angels.,non-technology
826,BankBazaar,Online financial service,Bridge Round,1600000.0,Chennai,2008.0,"Adhil Shetty, Arjun Shetty, Rati Shetty","Ramesh Srinivasan, Amazon",non-technology
827,Specsmakers,Eyeglasses,Bridge Round,1600000.0,Chennai,2011.0,Pratik Shah,Eight Roads Ventures,non-technology
828,Grinntech,Battery design,Bridge Round,1600000.0,Dehradun,2013.0,"Nikhilesh Mishra, Puneet Jain","Ashok Leyland, V Lakshmi NarayaUndisclosed",non-technology
829,CreditMantri,Online credit management startup,Bridge Round,1600000.0,Chennai,2012.0,"Ranjit Punja, R Sudarshan, Gowri Mukherjee","Ranjit Punja, R Sudarshan, Gowri Mukherjee",technology
830,Chai Waale,Beverage,Bridge Round,1600000.0,Chennai,2018.0,Vidur Maheswari,"Gunavanth Vaid, Bharat Kumar Sohanraj",technology
831,Deepsync,Tech Startup,Bridge Round,1600000.0,Bangalore,2018.0,"Ishan Sharma, Rishikesh Kumar",Venkat Raju,technology
832,Byju’s,EdTech,Bridge Round,1600000.0,Bangalore,2011.0,Byju Raveendran,"Owl Ventures, Tiger Global Management",non-technology
834,Reliance Retail,E-commerce,Bridge Round,1600000.0,Mumbai,2006.0,Mukesh Ambani,Silver Lake Partners,non-technology
836,Pitstop,Car Service,Bridge Round,1600000.0,Bangalore,2015.0,Mihir Mohan Mishra,"Clairvest Group, Ontario Centres of Excellence",technology
837,Zomato,Food devlivery,Bridge Round,1600000.0,Haryana,2008.0,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",technology
839,Nirmata,Tech,Bridge Round,1600000.0,San Franciscao,2013.0,"Damien Toledo, Jim Bugwadia, Ritesh Patel","Damien Toledo, Jim Bugwadia, Ritesh Patel",non-technology
840,Hire Me Car,TravelTech,Seed,1600000.0,Noida,2015.0,Anmol Singh Jaggi,US based NRI Investors,non-technology
841,Oga Fit,Fitness startup,Pre-series A,1600000.0,Bangalore,2017.0,Ashish Rawat,"Inflection Point Ventures, Mitesh Shah",technology
842,ShipsKart,E-commerce,Pre-series A,1600000.0,New Delhi,2018.0,"Dhruv Sawhney, Vivek Sahi, Sunny Bagla",Betatron,non-technology
843,SquadStack,Tech company,Series A,1600000.0,San Francisco,2014.0,"Apurv Agrawal, Kanika Jain, Rishabh Ladha, Vikas Gulati","Chiratae Ventures, Blume Ventures",non-technology
844,Financepeer,EdTech,Pre-series A,1600000.0,Mumbai,2017.0,"Debi Prasad Baral, Naveesh Reddy, Rohit Gajbhiye, Sunit Gajbhiye","Ravi Sanghvi, PitchRight Venture",non-technology
845,Cashify,E-commerce,Debt,1600000.0,Gurugram,2009.0,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",non-technology
846,Etrio,EV startup,Series A,1600000.0,Hyderabad,2017.0,Deepak MV,HNIs,technology
847,Codeyoung,EdTech,Seed,1600000.0,Bangalore,2019.0,"Shailendra Dhakad, Rupika Taneja",Guild Capital,non-technology
848,StayQrious,EdTech,Seed,1600000.0,Bangalore,2020.0,"AaArnav Kumard Srinivas, Avinash AArnav Kumard, Shankar Ram A",Y Combinator,non-technology
849,Sunstone Eduversity,EdTech,Series A,1600000.0,Gurugram,2014.0,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,non-technology
850,Infilect,SaaS startup,Pre-series A,1600000.0,Bangalore,2015.0,"AArnav Kumard Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",technology
852,Samunnati,Agriculture,Debt,1600000.0,Chennai,2014.0,Anil Kumar,"responsAbility, Accel",non-technology
853,WeInnovate Biosolutions,Startup laboratory,Seed,1600000.0,Pune,2016.0,"Dr Milind Choudhari, Dr Prasad Bhagat, and Dr Anupama",Chiratae ventures,technology
854,Yummy Corp,Food Industry,Series B,1600000.0,Tangerang,2017.0,Mario Suntanu,"Palm Drive Capital, Amatil X Ventures",non-technology
855,Smallcase,FinTech,Series B,1600000.0,Bangalore,2015.0,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",non-technology
856,Clairvolex,Tech Startup,Debt,1600000.0,California,2006.0,Manoj Pillai,"JF Mauritius SPV, IndusAge Partners",technology
857,Assiduus,E-commerce,Series A,1600000.0,Bangalore,2016.3733440385388,Somdutta Singh,VC Firm K Partners,non-technology
858,Brinton,HealthTech,Debt,1600000.0,California,2014.0,Rahul Darda,"India Alternatives Private Equity Fund, Tata Capital",non-technology
860,Infarm,AgriTech,Series C,1600000.0,Berlin,2013.0,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital",non-technology
861,Zuper,SaaS startup,Seed,1600000.0,Seattle,2016.0,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer",technology
862,mCaffeine,Personal care startup,Series B,1600000.0,Mumbai,2015.0,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",technology
863,Origa,FinTech,Debt,1600000.0,Andheri,2013.0,Shrirang Tambe,"500 Startups, ah! Ventures",non-technology
866,MPL,Entertainment,Series C,1600000.0,Bangalore,2018.0,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures",technology
868,Onsitego,Customer service company,Series B,1600000.0,Mumbai,2010.0,Kunal Mahipal,"Accel, Zodius Capital",non-technology
869,Precily,SaaS  startup,Seed,1600000.0,California,2017.0,Bharath Rao,"Windrose Capital, Anil Advani",technology
870,SmartClean,Tech Startup,Pre- series A,1600000.0,Singapore,2017.0,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",technology
872,Servify,Service industry,Series C,1600000.0,Mumbai,2015.0,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",non-technology
873,ShareChat,Social media,Pre-series C,1600000.0,Bangalore,2015.0,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",technology
874,Rephrase.ai,AI,Seed,1600000.0,Bangalore,2018.0,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",technology
875,Melorra,Jewellery,Debt,1600000.0,Bangalore,2015.0,"Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",non-technology
876,FabHotels,Hospitality,Series B,1600000.0,Gurugram,2014.0,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",technology
877,EkAnek,Tech Startup,Edge,1600000.0,New Delhi,2018.0,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",technology
878,Cub McPaws,AR startup,Pre-series A,1600000.0,Mumbai,2018.0,"Shah, Abhay Bhat",Venture Catalysts,technology
879,Zimyo,HR Tech startup,Seed,1600000.0,Gurgaon,2018.0,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",technology
881,Burgerama,Food Startup,Pre-series A,1600000.0,Gurgaon,2018.0,Kabir Bose,"Madison, Anicut",technology
882,Moms Co,HealthCare,Series B,1600000.0,Gurgaon,2016.0,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital",technology
883,DillyHub,Publication,Seed,1600000.0,Seoul,2018.0,Ji Cheol Ryu,"Kakao Ventures, Shinhan Capital",non-technology
884,FPL Technologies,FinTech,Series A,1600000.0,Pune,2019.0,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",non-technology
885,FITTR,Fitness startup,Pre-series A,1600000.0,Pune,2016.0,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,technology
886,Illumnus,EdTech Startup,Seed,1600000.0,Pune,2018.0,"Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).,technology
887,CashKaro,E-commerce,Series B,1600000.0,Gurgaon,2012.0,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",non-technology
888,Newton School,EdTech Startup,Seed,1600000.0,Bangalore,2019.0,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,technology
889,Airmeet,Tech Startup,Series A,1600000.0,Bangalore,2019.0,"Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",technology
890,Observe ai,Tech,Series B,1600000.0,San Francisco,2017.0,"Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital",non-technology
891,InCred,Finance,Debt,1600000.0,Mumbai,2016.0,Bhupinder Singh,"Pushpak Credit, Fiscal",non-technology
892,Toppr,EdTech,Series D,1600000.0,Mumbai,2013.0,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",non-technology
893,CarTrade,Car Trade,Series H,1600000.0,Mumbai,2009.0,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",technology
894,LEAD School,EdtTech,Series C,1600000.0,Mumbai,2012.0,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",non-technology
895,Servify,Manufacturing,Series C,1600000.0,Mumbai,2015.0,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",non-technology
896,Lido Learning,EdTech,Series B,1600000.0,Mumbai,2019.0,Sahil Sheth,"BAce Capital, Madhur Deora",non-technology
897,Apna.co,Job portal,Series A,1600000.0,Bangalore,2019.0,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",non-technology
898,Quintype Technologies,Tech,Series A,1600000.0,Bangalore,2014.0,Amit Rathore,"IIFL Asset Management, Raghav Bahl",non-technology
899,Dunzo,Tech,Series E,1600000.0,Bangalore,2014.0,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital",non-technology
900,Entropik,AI Platform,Series A,1600000.0,Bangalore,2016.0,Ranjan Kumar,"IDFC-Parampara Fund, Bharat Innovation Fund",technology
901,Livspace,Home Design,Series D,1600000.0,Bangalore,2014.0,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator",non-technology
902,Ultraviolette Automotive,Automation,Series B,1600000.0,Bangalore,2015.0,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,non-technology
903,WinZO,Gaming,Series B,1600000.0,New Delhi,2016.0,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",non-technology
904,SenseHawk,Solar SaaS,Series A,1600000.0,Bangalore,2016.0,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners",technology
905,Railofy,WL & RAC protection,Seed,1600000.0,Mumbai,2019.0,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,non-technology
907,Aibono,AgriTech,Pre-series A,1600000.0,Bangalore,2014.0,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",non-technology
908,BuildPan,SaaS startup,Seed,1600000.0,Indore,2019.0,"Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",technology
909,Homelane,Home interior services,Bridge,1600000.0,Bangalore,2014.0,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",non-technology
910,MyGlamm,Fashion,Series B,1600000.0,Mumbai,2015.0,Darpan Sanghvi,Bessemer Venture Partners,non-technology
911,Aviom,Finance,Debt,1600000.0,New Delhi,2016.0,Kajal Ilmi,"Insitor Partners, C4D Partners",non-technology
912,Flinto,EdTech Startup,Pre-Series B,1600000.0,Chennai,2013.0,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",technology
913,WayCool,Agritech startup,Series C,1600000.0,Chennai,2015.0,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",technology
914,YAP,API platform,Series A,1600000.0,Chennai,2014.0,"MadhusudaArnav Kumar R, Prabhu R","Jitendra Gupta, Better Capital",non-technology
915,Big Bang Boom Solutions,Deep Tech,Series A,1600000.0,Chennai,2018.0,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation",non-technology
916,GUVI,EdTech Startup,Series A,1600000.0,Chennai,2014.0,Arun Prakash,"CBA Capital, Gray Matters Capital",technology
917,BluSmart,Electricity,Pre-series A,1600000.0,Gurugram,2019.0,"Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network",technology
918,Cell Propulsion,Automotive company,Pre-series A,1600000.0,Bangalore,2017.0,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures",non-technology
919,MPL,Entertainment,Series B,1600000.0,Bangalore,2018.0,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet",technology
920,Spoonshot,FMCG,Seed A,1600000.0,Bangalore,2015.0,"Kishan Vasani, Sai Sreenivas Kodur","SRI Capital, Techstars Farm to Fork Accelerator",non-technology
922,Groww,FinTech,Series C,1600000.0,Bangalore,2016.0,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal","Y Combinator, Ribbit Capital",non-technology
923,i3 Systems,Insurance Tech,Pre-series A,1600000.0,Mumbai,2016.0,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo",non-technology
924,SOAL,EdTech,Series A-1,1600000.0,Mumbai,2017.0,"Pratik Agarwal, Raj Desai, Varsha Bhambhani","KrishUndisclosed Menon, Srinivas Kollipara",non-technology
925,OckyPocky,EdTech,Seed,1600000.0,Gurugram,2015.0,Amit Agrawal,"SucSEED Venture Partners, ah! Ventures",non-technology
926,Hippo Video,Video personalization,Series A,1600000.0,New York,2016.0,Karthi Mariappan,"Surge, Kae Capital",non-technology
927,Hasura,Software Company,Series B,1600000.0,San Francisco,2017.0,"Tanmai Gopal, Rajoshi Ghosh","Nexus Venture Partners, Sam Lambert",technology
928,Qapita,FinTech,Seed,1600000.0,Singapore,2019.0,"Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan","Alto Partners, Mission Holdings",non-technology
929,Sunday,FinTech,Pre-Series B,1600000.0,Bangkok,2017.0,Cindy Kua,"SCB 10X, LINE Ventures",non-technology
930,Gamezop,Gaming,Series A,1600000.0,Gurugram,2015.0,"Yashash Agarwal, Gaurav Agarwal","Powerhouse ventures, Tracxn,",non-technology
931,Phool.co,Biomaterial startup,Pre-series A,1600000.0,Kanpur,2017.0,Ankit Agarwal,Kaplan Foundation,technology
933,MedLife,Health,Bridge Round,1600000.0,Bangalore,2014.0,"AArnav Kumarth NarayaArnav Kumar, T-ushar Kumar",Ivy Icon,non-technology
934,IDfy,IT,Series A,1600000.0,Mumbai,2011.0,"Ashok Hariharan, Vineet Jawa","Millenna FVCI III, NB Ventures, Dream Incubator",non-technology
935,True Balance,Finance,Series C,1600000.0,Gurugram,2014.0,"Charlie, Jay, Martin",Balancehero,non-technology
936,Bira91,Craft Beer,Bridge Round,1600000.0,New Delhi,2015.0,Ankur Jain,Anicut Capital,non-technology
937,Max wholesale,E-commerce,Bridge Round,1600000.0,New Delhi,2016.0,"Samarth Agrawal, Rohit Narang","Al Falaj Commercial Investment Co, Vistra ITCL India",non-technology
938,Craftsvilla,E-commerce,Bridge Round,1600000.0,Mumbai,2011.0,"Manoj Gupta, Monica Gupta",Supera Investments,non-technology
939,MechMocha,Entertainment,Series A,1600000.0,Bangalore,2011.0,"Arpita Kapoor, Mohit Rangaraju, Shilp Gupta","Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",technology
940,Mindhouse,Healthtech,Bridge Round,1600000.0,Gurugram,2019.0,"Pankaj Chaddah, Staff Pooja Khanna","GGV Capital, Sahi Barual",technology
941,DeepSync,AI startup,Bridge Round,1600000.0,Chandigarh,2018.0,"Ishan Sharma, Rishikesh","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",technology
942,Eruditus,Education,Bridge Round,1600000.0,Mumbai,2010.0,"Chaitanya Kalipatnapu, Ashwin Damera","Bertelsmann India Investments, Sequoia Capital India",non-technology
943,Gradeup,Education,Bridge Round,1600000.0,Noida,2015.0,Shobhit Bhatnagar,"Times Internet, TLabs",non-technology
944,Tracxn,Investment,Series B,1600000.0,Bangalore,2013.0,"Abhishek Goyal, Neha Singh","Saif partners, Accel partners, Sequoia capital",non-technology
945,Purple Style Labs,Fashion,Bridge Round,1600000.0,Mumbai,2015.0,Abhishek Agarwal,"Jitendra Gupta, Astarc Ventures.",non-technology
946,ProPhysio,Health,Bridge Round,1600000.0,Bangalore,2016.0,Pramod Ravindra,Nestavera Ventures.,non-technology
947,Flickstree,Tech,Bridge Round,1600000.0,Mumbai,2014.0,"Saurabh Singh, Rahul Jain, Nagender Sangra","MOX, Venture Catalysts",non-technology
948,Settl,TravelTech,Bridge Round,1600000.0,Gurugram,2015.0,"Amit Singh, Deepanshu Malviya","Sojitz, SIG Global India Fund",non-technology
949,Fanspole,Entertainment,Pre-Seed,1600000.0,Thane,2015.0,"Aniket Shinde, Hardik Gondaliya","Mohan Verma, Better Capital",technology
950,Sarva,Healthcare,Bridge Round,1600000.0,Mumbai,2016.0,Sarvesh Shashi,"Shikhar Dhawan, Mantra Capital",technology
951,Univ.ai,EdTech,Bridge Round,1600000.0,Bangalore,2019.0,"Siddharth Das, Dr Rahul Dave, Dr Pavlos Protopapas",Kiran Mazumdar Shaw.,non-technology
952,PurohitJi,Linguistic Spiritual,Bridge Round,1600000.0,Bangalore,2016.3733440385388,Nakerikanti Harish,Bhadresh,technology
953,CredoLab,Tech,Series A,1600000.0,Singapore,2015.0,Peter Barcak,"GB Group, Walden International",non-technology
954,Brick&Bolt,Construction,Series A,1600000.0,Bangalore,2018.0,"Arpit Rajpurohit, Jayesh Rajpurohit","Meghna Agarwal, Navin Dhanuka",non-technology
955,Grinntech,Battery manufacturer,Bridge Round,1600000.0,Chennai,2013.0,"Nikhilesh Mishra, Puneet Jain","V Sumantran, V Lakshmi NarayaUndisclosed",non-technology
956,6Degree,Fashion,Bridge Round,1600000.0,Mumbai,2014.0,"Amit Bhardwaj, Nikhil Hegde.","Keiretsu Forum, SucSEED Venture Partners",non-technology
957,Exprs,Nano Distribution Network,Bridge Round,1600000.0,Bangalore,2018.0,"Srinivas Madhavam, Srikanth Rajashekhar, Rahul Mehta","Sweta Rau, Sandeep Kapoor",non-technology
958,Bikayi,E-commerce,Seed round,1600000.0,Hyderabad,2019.0,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures,non-technology
959,Virtual Forest,Tech,Bridge Round,1600000.0,Bangalore,2019.0,Omer Basith,Napino Auto and Electronics Ltd,non-technology
960,The Health company,AI health,Bridge Round,1600000.0,Gurugram,2018.0,"Devansh Jain Nawal, Ackshay Jain","VCATS, First Cheque, 9Unicorns, Marquee investors",technology
961,TrulyMadly Matchmakers,Dating app,Pre-series A,1600000.0,Gurugram,2014.0,Snehil Khanor,"AngelList, Inflection Point Ventures, The Chennai Angels",non-technology
962,TrueFan,Media,Seed round,1600000.0,Mumbai,2020.0,"Nimish Goel, Nevaid Aggarwal, Devender Bindal","Mayfield India, Saama Capital, Ronnie Screwvala",non-technology
963,Fanspole,Gaming,Pre-seed Round,1600000.0,Mumbai,2015.0,"Aniket Shinde, Hardik Gondaliya",Better Capital,non-technology
964,Byju's,EdTech,Bridge Round,1600000.0,Bangalore,2011.0,Byju Raveendran,DST Global,non-technology
965,Avail Finance,Fintech,Series B,1600000.0,Bangalore,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alphawave, Matrix Partners",technology
966,The Money Club,AI,Bridge Round,1600000.0,Delhi,2016.3733440385388,"Manuraj Jain, Surajit Raj",Venture Catalysts,technology
967,Virohan,Healthcare/Edtech,Seed Round & Series A,1600000.0,Gurgaon,2018.0,"Kunaal Dudeja, Nalin Saluja, Archit Jayaswal","Keiretsu Forum, Elea Foundation",technology
968,OneCode,Social Commerce,Seed round,1600000.0,Gurugram,2016.3733440385388,"Manish Shara, Yash Desai",WaterBridge Ventures,non-technology
969,Verloop.io,AI,Bridge Round,1600000.0,Bangalore,2015.0,Gaurav Singh,Alpha Wave incubation,technology
970,Otipy,Agritech/Commerce,Pre Series A,1600000.0,Bangalore,2020.0,Varun Khanna,Inflection Point Ventures,technology
971,Evage,Mobility tech,Bridge Round,1600000.0,Chandigarh,2014.0,Inderveer Singh,AUndisclosedd Shah,technology
972,LEAD School,EdTech,Series C,1600000.0,Mumbai,2012.0,"Sumeet Yashpal Mehta, Smita Deorah","WestBridge Capital, Elevar Equity",non-technology
973,Trell,Social e-commerce,Series A,1600000.0,Bangalore,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",technology
974,Captain Fresh,Food & Logistics,Pre Series A,1600000.0,Bangalore,2019.0,Utham Gowda,Ankur Capital,non-technology
975,Teachmint,EdTech,Bridge Round,1600000.0,Bangalore,2016.3733440385388,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Better Capital,non-technology
